School ID,School Name,Borough,Building Code,Street Address,City,State,Zip Code,Latitude,Longitude,Phone Number,Start Time,End Time,Student Enrollment,Percent White,Percent Black,Percent Hispanic,Percent Asian,Average Score (SAT Math),Average Score (SAT Reading),Average Score (SAT Writing),Percent Tested,language_classes,# of Language Classes,online_language_courses,# of online language courses,advancedplacement_courses,# of ap courses,online_ap_courses,# of online ap courses,extracurricular_activities,# of extracurriculars,psal_sports_boys,# of boys sports,psal_sports_girls,# of girls sports,psal_sports_coed,# of coed sports
25Q670,Robert F. Kennedy Community High School,Queens,Q707,75-40 Parsons Boulevard,Fresh Meadows,NY,11366,40.7256,-73.81072,718-969-5510,8:00 AM,2:30 PM,701,18.30%,13.00%,35.50%,31.20%,460,426,423,67.30%,"Chinese, Spanish",2,Chinese,1,"Biology, Calculus AB, Calculus BC, English Literature and Composition, Human Geography, Spanish Language and Culture, United States Government and Politics",7,,0,"Student Government Organization Activities: RFK Carnival, Feastivus, Peace Day, Alley Pond Park Adventure Course, Theater Development Fund Trips, Talent Show, Student Lounge, Freshman Orientation and Welcome Activities, Deck the Doors; National Honor Society, School Newspaper, Student Government Organization, Yearbook, Track, Garden, Handball, Jewish Student Union, Key Club, International Trip, Senior Ski Trip, Mural Projects",20,"Baseball, Basketball, Golf, Soccer, Wrestling",5,"Basketball, Cross Country, Soccer, Softball, Tennis, Volleyball",6,"Bowling, Fencing",2
26Q315,Business Technology Early College High School,Queens,Q435,230-17 Hillside Avenue,Queens Village,NY,11427,40.73282,-73.73965,718-935-3651,8:30 AM,4:00 PM,112,8.00%,32.10%,28.60%,22.30%,,,,,Based on student interest,1,,0,,0,,0,"Robotics, MOUSE Squad, Network for Teaching  Entrepreneurship (NFTE), Virtual Enterprise and other student-organized clubs of  interest ",4,"Baseball, Basketball & JV Basketball, Cricket, Cross Country,  Indoor Track, Outdoor Track, Soccer, Volleyball",8,"Basketball, Indoor Track, Outdoor Track, Soccer, Softball,  Tennis, Volleyball & JV Volleyball  ",7,,0
26Q415,Benjamin N. Cardozo High School,Queens,Q415,57-00 223rd Street,Oakland Gardens,NY,11364,40.75239,-73.75608,718-279-6500,9:00 AM,4:00 PM,3505,14.90%,20.30%,19.40%,44.10%,563,505,510,75.60%,"Chinese (Mandarin), French, German, Spanish",4,,0,"Biology, Calculus AB, Calculus BC, Chemistry, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, Macroeconomics, Microeconomics, Physics B, Psychology, Spanish Language and Culture, Statistics, United States Government and Politics, United States History, World History",17,,0,"Arista, Leaders, Yearbook, The Verdict, American Red Cross, International Key Club, Future Business Leaders of America, Bumblebee, Health Occupation Students, Chamber Orchestra, Jazz Band, Science Olympiad, Science Newsletter, Badminton, Black Student Union, Chess, Chinese Club, Christian Seekers, Community Service, Debate, Drama, Fitness, French Club, Gateway, Gay-Straight Alliance, Jewish Student Union, Korean Club, Mock Trial, Muslim Students Association, South Asian Culture, Stage Crew, Balloon Twisting, Table Tennis, Model UN, Anime, A cappella, Ukulele, Autism Speaks, Teens Against Bullying, Praise Dance, Rock",41,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Football & JV Football, Golf, Handball, Indoor Track, Lacrosse & JV Lacrosse, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",14,"Basketball, Cross Country, Fencing, Golf, Gymnastics, Handball, Indoor Track, Lacrosse, Outdoor Track, Soccer, Softball, Swimming, Tennis, Volleyball & JV Volleyball",14,"Bowling, Fencing, Golf",3
26Q430,Francis Lewis High School,Queens,Q430,58-20 Utopia Parkway,Fresh Meadows,NY,11365,40.74056,-73.79285,718-281-8200,8:30 AM,3:15 PM,4172,14.90%,7.40%,23.10%,53.90%,562,483,485,80.70%,"American Sign Language, Arabic, Chinese, French, Hebrew, Japanese, Korean, Latin, Modern Greek, Spanish",10,,0,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, French Language and Culture, Human Geography, Japanese Language and Culture, Macroeconomics, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Statistics, United States Government and Politics, United States History, World History",23,,0,"Junior Reserve Officers' Training Corp (JROTC), Conflict Resolution, Peer Mediation & Negotiation, Principal's Consultative Council, National Honor Society, Student Organization, Publications, Math Team, Authentic Science Research, Mock Trial, Debate Team, Moot Court, Yearbook, Winter & Spring Concerts, School Play, SING, Holiday Spectacular, Computer Programming, Newspaper, Drama, Performing Arts, Dance, Marching Band, Concert Choir, Mixed Chorus, Jazz Band, Honors Orchestra, Robotics, Anime, Art, ASPIRA, Bridge to Medicine, Career, Caribbean, Cheerleading, Chinese, Chinese Drama, Comparative Literature, Dance, Desi, Filipino, Food, Future Educators of America, Girls Who Code, Glee Club, Healthy Heart, Hearts on a String, Hebrew, Hellenic, History, Horticulture, Humans of Francis Lewis, Improv, Italian, Japanese, Key Club, Korean, Music, Media Production, Model UN, Muslim, Nu Gamma Psi, Pre-Med, SAT, Science Explorers, Science Olympiad, Seekers Christian Fellowship, Share an Umbrella, Solitaire-Anti-Bullying, Step Squad, Tech Crew, TVB Cantonese",72,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Fencing, Handball, Indoor Track, Outdoor Track, Soccer, Swimming, Tennis, Volleyball, Wrestling",13,"Basketball & JV Basketball, Bowling, Cross Country, Fencing, Handball, Indoor Track, JV Volleyball, Outdoor Track, Soccer, Softball & JV Softball, Swimming, Tennis, Volleyball, Wrestling",14,,0
26Q435,Martin Van Buren High School,Queens,Q435,230-17 Hillside Avenue,Queens Village,NY,11427,40.73282,-73.73965,718-776-4728,7:45 AM,3:14 PM,1742,3.60%,52.70%,13.00%,27.00%,397,396,391,40.00%,Spanish,1,,0,"Art History, Biology, Calculus AB, English Literature and Composition, United States History, World History",6,,0,"ACE Program, Anime, Arista Chapter, Art, Baking, Book, Boys Football, Career Week, Cartooning, Cheerleaders, College Fair, Dance Team, Desi/International, Drama, Drum Line, Fashion Show, Fitness Team, French, Haitian Club, Futura Yearbook, Humane Society, International Festival, Jobs/College Readiness, Leaders Organization, Lincoln-Douglas Debate Team, Math Olympiad, Mock Trial and Moot Court Law Competition Teams, Murals, MVB Voices/Musical Theater, Piano, Poetry, Robotics Team, Scholadecuria, Scholars, Senior Executive Board, Spring and Winter Festival for the Performing Arts, Step Team, Student Organization, Student Consultative Council, Tri-M Music Society Chapter, World Wrestling Entertainment (WWE)",41,"Baseball, Basketball & JV Basketball, Cricket, Indoor Track, Outdoor Track, Soccer, Volleyball",7,"Basketball, Bowling, Indoor Track, Outdoor Track, Soccer, Softball, Tennis, Volleyball & JV Volleyball",8,,0
26Q495,Bayside High School,Queens,Q405,32-24 Corporal Kennedy Street,Bayside,NY,11361,40.77187,-73.78039,718-229-7600,8:00 AM,3:30 PM,3336,18.10%,13.00%,27.90%,40.30%,523,479,485,76.70%,"Chinese (Mandarin), Chinese Native Language Arts, French, Japanese, Korean, Latin, Spanish",7,"Chinese, French, Japanese, Spanish",4,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Macroeconomics, Microeconomics, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Psychology, Spanish Language and Culture, Statistics, Studio Art: Drawing, United States History, World History",23,"Comparative Government and Politics, Human Geography, Psychology, United States Government and Politics",4,"American Red Cross, Anime, Archon, Arista, Art, Art Show, Astronomy, Bayside for a Good Cause, Big Brothers Big Sisters, Black Student Union, Break Dancing, Bridge to Medicine, Chamber Music, Chearleading, Chess, Chinese YoYo, Citadel, Comedy, Computer Programming, Crafting, CrossFit, CRUSH, Debate, Drama, Garden, Green, Gospel Choir, Green, Handball, Health Nuts, History, Humanitarian, Jazz Pops, Junior State of America, Key Club International, K-POP, Latin, Literary Magazine, Math Team, Mock Trial, Model UN, Multicultural Clubs, Music, Muslim Student Association, Newspaper, Orchestra, Photography, Piano, Poetry Read Aloud, RAFA, Robotics, Seekers, Shakespeare Competition, Sikh Student Association, Smiles for Miles, Solo Voice Recital, Senior, Junior, Sophomore and Freshman Councils, Soundings Literary Magazine, Sports Medicine, Study, Tae Kwon Do, Winter and Spring Concerts, World Vision, Yearbook, Young Democrats",67,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Football & JV Football, Golf, Handball, Indoor Track, Outdoor Track, Soccer, Swimming, Tennis, Volleyball",13,"Basketball & JV Basketball, Bowling, Cross Country, Golf, Handball, Indoor Track, Lacrosse & JV Lacrosse, Outdoor Track, Soccer, Softball, Swimming, Tennis, Volleyball",13,,0
26Q566,"Queens High School of Teaching, Liberal Arts, and the Sciences",Queens,Q566,74-20 Commonwealth Boulevard,Bellerose,NY,11426,40.7449,-73.72691,718-736-7100,8:30 AM,3:30 PM,1120,8.40%,48.10%,17.50%,24.80%,453,434,439,72.40%,Spanish,1,,0,"English Language and Composition, Statistics, United States History",3,,0,"International Trips, After-school Samuel Field Y Recreation Program, Ambassadors Program, ARISTA National Honors Society, Art, Asian American, Book, Books and Bagels, Cheerleading, Strategy/Gaming, Choir, Dance, Drama, Glamour Girls, Fashion, Film, Gardening, Habitat for Humanity, Mentoring, Music, Robotics, Save Our Society, STEP, Theater Group, Writing Center, Yoga",26,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cricket, Fencing, Golf, Indoor Track, JV Baseball, Outdoor Track, Rugby, Soccer, Swimming, Volleyball",13,"Basketball & JV Basketball, Cross Country, Fencing, Football, Golf, Indoor Track, Lacrosse, Outdoor Track, Rugby, Soccer, Softball, Swimming, Volleyball & JV Volleyball",13,Cricket,1
27Q260,Frederick Douglass Academy VI High School,Queens,Q465,8-21 Bay 25th Street,Far Rockaway,NY,11691,40.60199,-73.76283,718-471-2154,7:45 AM,2:05 PM,409,0.70%,59.70%,37.90%,1.50%,410,418,407,30.10%,Spanish,1,"French, Spanish",2,"Calculus AB, English Language and Composition, English Literature and Composition, United States History",4,"Biology, Physics B",2,"After-school Program, Book, Writing, Homework Help, Honor Society, Journalism, Lunch & Learn, PSAT and SAT Prep, Saturday Program, Step Team, Student Government, Summer Institute, Video, Tech, Yearbook, Computer Graphics, Robotics, Cheerleading",18,"Baseball & JV Baseball, Basketball & JV Basketball, Cross Country, Football & JV Football, Handball, Indoor Track, Outdoor Track, Soccer, Swimming",9,"Basketball, Cross Country, Indoor Track, Outdoor Track, Soccer, Softball, Swimming, Tennis, Volleyball",9,,0
27Q262,Channel View School for Research,Queens,Q410,100-00 Beach Channel Drive,Rockaway Park,NY,11694,40.58601,-73.82309,718-634-1970,8:15 AM,3:04 PM,683,10.70%,53.20%,29.10%,6.00%,427,430,423,76.60%,Spanish,1,,0,"Biology, English Language and Composition, Environmental Science, United States History",4,"Art History, Calculus BC, English Language and Composition, English Literature and Composition, United States History, World History",6,"Art and Design, Chess, Chorus, Computer, International Youth Leadership Institute, Jazz Band, Marching Band, Media, National Honor Society, Nature Photography, NYC Outward Bound, Peace, Recycling, Steel Drum Band, Step, Student Government Organization",16,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Football & JV Football, Indoor Track, Soccer, Swimming, Tennis, Volleyball",9,"Basketball, Cross Country, Indoor Track, Lacrosse, Soccer, Softball, Tennis, Volleyball & JV Volleyball",8,,0
27Q302,"Queens High School for Information, Research, and Technology",Queens,Q465,8-21 Bay 25th Street,Far Rockaway,NY,11691,40.60199,-73.76283,718-868-2978,7:45 AM,4:10 PM,381,2.10%,49.10%,43.60%,4.20%,372,362,352,44.60%,Spanish,1,,0,"Biology, English Literature and Composition, World History",3,,0,"Male Empowerment Group/Student Organization for Unified Leadership (SOUL), Student Government, Community Service, FIRST Tech Robotics Team 2895, Peer Tutoring, Arts and Crafts, Cheerleading, Music Club, Yearbook",9,"Baseball & JV Baseball, Basketball & JV Basketball, Cross Country, Football & JV Football, Handball, Outdoor Track, Soccer, Swimming",8,"Basketball, Bowling, Cross Country, Outdoor Track, Soccer, Softball, Swimming, Tennis, Volleyball",9,,0
27Q308,Robert H. Goddard High School of Communication Arts and Technology,Queens,Q202,138-30 Lafayette Street,Ozone Park,NY,11417,40.67177,-73.84498,718-848-8357,7:25 AM,2:15 PM,602,17.60%,7.30%,41.70%,29.40%,426,435,424,85.10%,Spanish,1,Spanish,1,"Chemistry, English Literature and Composition, Environmental Science, Psychology, Spanish Language and Culture, United States History, World History",7,"English Literature and Composition, Environmental Science, Psychology, World History",4,"Arista/National Honor Society, New York Academy of Medicine, Art, Cheerleading, iSQUAD, Journalism, Latin American Student Organization, Soccer, Baseball, Student Government, TV Production, Yearbook, Volleyball, Drama, Creative Writing",15,Basketball,1,Softball,1,,0
27Q309,Academy of Medical Technology (College Board),Queens,Q465,8-21 Bay 25th Street,Far Rockaway,NY,11691,40.60199,-73.76283,718-471-3571,8:00 AM,3:15 PM,637,2.70%,50.10%,37.70%,6.60%,422,424,415,67.60%,Spanish,1,,0,,0,,0,"Chess, Chorus, Clinical Research, Dance, Digital Media, Health Occupations Students of America (HOSA), Karate, Math, Mentoring, Science Olympiad, Service Learning Internship Program",11,"Baseball & JV Baseball, Basketball & JV Basketball, Cross Country, Football & JV Football, Outdoor Track, Soccer, Swimming",7,"Basketball, Cross Country, Outdoor Track, Soccer, Softball, Swimming, Tennis, Volleyball",8,,0
27Q314,Epic High School South,Queens,Q226,121-10 Rockaway Boulevard,Queens,NY,11420,40.67574,-73.81697,718-935-3643  ,9:00 AM,4:00 PM,87,6.90%,32.20%,26.40%,26.40%,,,,,Based on student interest.  ,1,Based on student interest.  ,1,Based on student interest.  ,1,Based on student interest.  ,1,Based on student interest.  ,1,Based on student interest.  ,1,Based on student interest.  ,1,Based on student interest.  ,1
27Q323,Scholars' Academy,Queens,Q180,320 Beach 104th Street,Rockaway Park,NY,11694,40.58413,-73.82568,718-474-6918,8:45 AM,3:00 PM,1302,34.70%,22.70%,19.60%,21.40%,588,560,568,99.20%,Spanish,1,Spanish,1,"Art History, Biology, Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Spanish Language and Culture, Statistics, United States History, World History",10,"Spanish Language and Culture, Statistics",2,"Metropolitan Museum of Art HS Tour Program, Scholars' Shadow Internships, Guitar, The World of Art; Carnegie Hall Program, Art & Design, Band, Chorus, Dance, Digital Photography, Drama, Drawing, Film Production, Independent Art Studio Morning Program, Journalism, Key Club, LEGO Robotics, Mathletes, Mentoring Program, Multicultural, Painting, Peer Tutoring, Percussion, SAT Preparation Courses, Sculpture, Shakespeare, Spanish Culture, Stage Crew, Student Government, Summer Jobs Program, Video Editing, Video Yearbook, Yearbook, Knitting & Crocheting, PBIS, Peer Mentoring, Stock Market Game",36,"Basketball, Cross Country, Golf",3,"Basketball, Cross Country, Golf, Softball, Volleyball",5,"Bowling, Swimming",2
27Q324,Rockaway Park High School for Environmental Sustainability,Queens,Q410,100-00 Beach Channel Drive,Rockaway Park,NY,11694,40.58601,-73.82309,718-734-3280,8:45 AM,3:30 PM,368,14.70%,46.70%,30.20%,3.50%,357,381,376,38.50%,Spanish,1,,0,"English Language and Composition, English Literature and Composition, Environmental Science, Psychology, United States History",5,,0,"After-school and Saturday classes provide extra support and preparation for the NYS Regents Examination; Advanced Placement Preparation, Accelerated Classes, Art, Dance, Fitness, Green Team, Nova Net (online classes), Student Government and Leadership Organization, Mentoring Program, Summer Bridges Program (for incoming freshman), Theatre, Yearbook Committee, Internships",13,"Baseball & JV Baseball, Basketball & JV Basketball, Football & JV Football, Soccer, Tennis, Volleyball",6,"Basketball, Lacrosse, Outdoor Track, Soccer, Tennis, Volleyball",6,,0
